避難場所_施設名称,地方公共団体コード,都道府県,指定市区町村名,所在地住所,緯度,経度,避難対象_洪水,避難対象_崖崩れ、土石流及び地滑り,避難対象_高潮,避難対象_地震,避難対象_津波,避難対象_大規模な火事,避難対象_内水氾濫,避難対象_火山現象,エレベーター有/避難スペースが１階,スロープ等,点字ブロック,だれでもトイレ,その他
大杉第二小学校,131237,東京都,江戸川区,東京都江戸川区大杉3-11-1,35.706735,139.881204,0,0,0,1,0,0,0,0,1,0,0,0,車イス対応トイレ
第三松江小学校,131237,東京都,江戸川区,東京都江戸川区中央4-13-1,35.710435,139.867988,0,0,0,1,0,0,0,0,1,1,1,0,車イス対応トイレ（オストメイト対応）
大杉東小学校,131237,東京都,江戸川区,東京都江戸川区西一之江2-8-5,35.700834,139.87893,0,0,0,1,0,0,0,0,1,0,0,0,車イス対応トイレ
東小松川小学校,131237,東京都,江戸川区,東京都江戸川区東小松川3-27-1,35.692902,139.865527,0,0,0,1,0,0,0,0,1,0,0,0,車イス対応トイレ
船堀小学校,131237,東京都,江戸川区,東京都江戸川区船堀2-22-22,35.682868,139.862192,0,0,0,1,0,0,0,0,1,1,1,0,車イス対応トイレ（オストメイト対応）
船堀第二小学校,131237,東京都,江戸川区,東京都江戸川区船堀4-14-4,35.683148,139.867386,0,0,0,1,0,0,0,0,1,0,0,0,車イス対応トイレ
葛西小学校,131237,東京都,江戸川区,東京都江戸川区中葛西2-4-3,35.671986,139.873524,0,0,0,1,0,0,0,0,1,1,1,0,車イス対応トイレ（オストメイト対応）
二之江小学校,131237,東京都,江戸川区,東京都江戸川区江戸川5-18-3,35.67433,139.87926,0,0,0,1,0,0,0,0,1,0,0,0,車イス対応トイレ
二之江第二小学校,131237,東京都,江戸川区,東京都江戸川区春江町5-13,35.67988,139.876844,0,0,0,1,0,0,0,0,1,0,0,0,車イス対応トイレ
第二葛西小学校,131237,東京都,江戸川区,東京都江戸川区東葛西6-33-1,35.662504,139.878714,0,0,0,1,0,0,0,0,1,1,1,0,車イス対応トイレ（オストメイト対応）
第三葛西小学校,131237,東京都,江戸川区,東京都江戸川区北葛西4-2-19,35.670974,139.861385,0,0,0,1,0,0,0,0,1,0,0,0,車イス対応トイレ
第四葛西小学校,131237,東京都,江戸川区,東京都江戸川区中葛西8-8-1,35.658947,139.870924,0,0,0,1,0,0,0,0,1,0,0,0,車イス対応トイレ
第五葛西小学校,131237,東京都,江戸川区,東京都江戸川区北葛西2-13-33,35.674893,139.855709,0,0,0,1,0,0,0,0,1,0,0,0,車イス対応トイレ
第六葛西小学校,131237,東京都,江戸川区,東京都江戸川区西葛西4-5-1,35.667987,139.865203,0,0,0,1,0,0,0,0,1,0,0,0,車イス対応トイレ
第七葛西小学校,131237,東京都,江戸川区,東京都江戸川区西葛西7-8-1,35.659968,139.859697,0,0,0,1,0,0,0,0,1,0,0,0,車イス対応トイレ
